,quotedate,expiration,strike,impliedvol,delta
1136523,2020-06-25,2020-07-24,334.0,0.11699999999999999,-0.9926
1136525,2020-06-25,2020-07-24,335.0,0.11699999999999999,-0.9936
1136527,2020-06-25,2020-07-24,336.0,0.11699999999999999,-0.9944
1136529,2020-06-25,2020-07-24,337.0,0.11699999999999999,-0.995
1136531,2020-06-25,2020-07-24,338.0,0.11699999999999999,-0.9954
1136533,2020-06-25,2020-07-24,339.0,0.11699999999999999,-0.9958
1136535,2020-06-25,2020-07-24,340.0,0.11699999999999999,-0.9961
1136537,2020-06-25,2020-07-24,341.0,0.11699999999999999,-0.9963
1136539,2020-06-25,2020-07-24,342.0,0.11699999999999999,-0.9964
1136541,2020-06-25,2020-07-24,343.0,0.11699999999999999,-0.9965
1136543,2020-06-25,2020-07-24,344.0,0.11699999999999999,-0.9966
1136545,2020-06-25,2020-07-24,345.0,0.11699999999999999,-0.9967
1136547,2020-06-25,2020-07-24,346.0,0.11699999999999999,-0.9967
1136549,2020-06-25,2020-07-24,347.0,0.11699999999999999,-0.9967
1136551,2020-06-25,2020-07-24,348.0,0.11699999999999999,-0.9967
1136553,2020-06-25,2020-07-24,349.0,0.11699999999999999,-0.9968
1136555,2020-06-25,2020-07-24,350.0,0.11699999999999999,-0.9968
1136557,2020-06-25,2020-07-24,351.0,0.11699999999999999,-0.9968
1136559,2020-06-25,2020-07-24,355.0,0.11699999999999999,-0.9968
1136561,2020-06-25,2020-07-24,360.0,0.11699999999999999,-0.9968
1136563,2020-06-25,2020-07-24,365.0,0.11699999999999999,-0.9968
1136565,2020-06-25,2020-07-24,370.0,0.11699999999999999,-0.9968
1136567,2020-06-25,2020-07-24,375.0,0.11699999999999999,-0.9968
1136569,2020-06-25,2020-07-24,380.0,0.11699999999999999,-0.9968
1136571,2020-06-25,2020-07-24,385.0,0.11699999999999999,-0.9968
1136573,2020-06-25,2020-07-24,390.0,0.11699999999999999,-0.9968
1145843,2020-06-26,2020-07-24,155.0,0.9191,-0.003
1145845,2020-06-26,2020-07-24,160.0,0.8899,-0.0035
1145847,2020-06-26,2020-07-24,165.0,0.8698,-0.0044
1145849,2020-06-26,2020-07-24,170.0,0.8384,-0.0049
1145851,2020-06-26,2020-07-24,175.0,0.8069,-0.0055
1145853,2020-06-26,2020-07-24,180.0,0.7822,-0.0065
1145855,2020-06-26,2020-07-24,185.0,0.75,-0.0072
1145857,2020-06-26,2020-07-24,190.0,0.7235,-0.0083
1145859,2020-06-26,2020-07-24,195.0,0.6961,-0.0095
1145861,2020-06-26,2020-07-24,200.0,0.6701,-0.011000000000000001
1145863,2020-06-26,2020-07-24,205.0,0.6432,-0.0126
1145865,2020-06-26,2020-07-24,210.0,0.6187,-0.0147
1145867,2020-06-26,2020-07-24,215.0,0.5945,-0.0172
1145869,2020-06-26,2020-07-24,220.0,0.5701,-0.0201
1145871,2020-06-26,2020-07-24,225.0,0.5475,-0.0239
1145873,2020-06-26,2020-07-24,230.0,0.5259,-0.0286
1145875,2020-06-26,2020-07-24,235.0,0.5045,-0.0343
1145877,2020-06-26,2020-07-24,240.0,0.4849,-0.0418
1145879,2020-06-26,2020-07-24,245.0,0.4657,-0.051
1145881,2020-06-26,2020-07-24,250.0,0.4472,-0.0627
1145883,2020-06-26,2020-07-24,255.0,0.431,-0.0782
1145885,2020-06-26,2020-07-24,260.0,0.4146,-0.0972
1145887,2020-06-26,2020-07-24,265.0,0.3986,-0.1208
1145889,2020-06-26,2020-07-24,270.0,0.3829,-0.1501
1145891,2020-06-26,2020-07-24,274.0,0.3701,-0.1779
1145893,2020-06-26,2020-07-24,275.0,0.3669,-0.1856
1145895,2020-06-26,2020-07-24,276.0,0.3634,-0.1934
1145897,2020-06-26,2020-07-24,277.0,0.3605,-0.2019
1145899,2020-06-26,2020-07-24,278.0,0.35700000000000004,-0.2104
1145901,2020-06-26,2020-07-24,279.0,0.3536,-0.2192
1145903,2020-06-26,2020-07-24,280.0,0.3504,-0.2285
1145905,2020-06-26,2020-07-24,281.0,0.34700000000000003,-0.23800000000000002
1145907,2020-06-26,2020-07-24,282.0,0.3435,-0.2479
1145909,2020-06-26,2020-07-24,283.0,0.3401,-0.2582
1145911,2020-06-26,2020-07-24,284.0,0.3366,-0.2688
1145913,2020-06-26,2020-07-24,285.0,0.33299999999999996,-0.2797
1145915,2020-06-26,2020-07-24,286.0,0.3292,-0.29100000000000004
1145917,2020-06-26,2020-07-24,287.0,0.3257,-0.3028
1145919,2020-06-26,2020-07-24,288.0,0.3218,-0.3149
1145921,2020-06-26,2020-07-24,289.0,0.3179,-0.3274
1145923,2020-06-26,2020-07-24,290.0,0.3142,-0.3405
1145925,2020-06-26,2020-07-24,291.0,0.3101,-0.3538
1145927,2020-06-26,2020-07-24,292.0,0.3062,-0.3678
1145929,2020-06-26,2020-07-24,293.0,0.3021,-0.3821
1145931,2020-06-26,2020-07-24,294.0,0.2979,-0.397
1145933,2020-06-26,2020-07-24,295.0,0.2935,-0.4123
1145935,2020-06-26,2020-07-24,296.0,0.2891,-0.4281
1145937,2020-06-26,2020-07-24,297.0,0.2845,-0.4445
1145939,2020-06-26,2020-07-24,298.0,0.2797,-0.4615
1145941,2020-06-26,2020-07-24,299.0,0.275,-0.479
1145943,2020-06-26,2020-07-24,300.0,0.27,-0.4972
1145945,2020-06-26,2020-07-24,301.0,0.265,-0.5159
1145947,2020-06-26,2020-07-24,302.0,0.2598,-0.5354
1145949,2020-06-26,2020-07-24,303.0,0.2544,-0.5555
1145951,2020-06-26,2020-07-24,304.0,0.2487,-0.5764
1145953,2020-06-26,2020-07-24,305.0,0.2429,-0.598
1145955,2020-06-26,2020-07-24,306.0,0.237,-0.6203
1145957,2020-06-26,2020-07-24,307.0,0.231,-0.6433
1145959,2020-06-26,2020-07-24,308.0,0.2244,-0.6674
1145961,2020-06-26,2020-07-24,309.0,0.2178,-0.6921
1145963,2020-06-26,2020-07-24,310.0,0.2109,-0.7176
1145965,2020-06-26,2020-07-24,311.0,0.2035,-0.7442
1145967,2020-06-26,2020-07-24,312.0,0.1954,-0.772
1145969,2020-06-26,2020-07-24,313.0,0.187,-0.8004
1145971,2020-06-26,2020-07-24,314.0,0.1772,-0.8308
1145973,2020-06-26,2020-07-24,315.0,0.1663,-0.8626
1145975,2020-06-26,2020-07-24,316.0,0.1532,-0.8966
1145977,2020-06-26,2020-07-24,317.0,0.1348,-0.9357
1145979,2020-06-26,2020-07-24,318.0,0.1348,-0.9454
1145981,2020-06-26,2020-07-24,319.0,0.1348,-0.9538
1145983,2020-06-26,2020-07-24,320.0,0.1348,-0.961
1145985,2020-06-26,2020-07-24,321.0,0.1348,-0.9672
1145987,2020-06-26,2020-07-24,322.0,0.1348,-0.9724
1145989,2020-06-26,2020-07-24,323.0,0.1348,-0.9769
1145991,2020-06-26,2020-07-24,324.0,0.1348,-0.9806
1145993,2020-06-26,2020-07-24,325.0,0.1348,-0.9837
1145995,2020-06-26,2020-07-24,326.0,0.1348,-0.9863
1145997,2020-06-26,2020-07-24,327.0,0.1348,-0.9884
1145999,2020-06-26,2020-07-24,328.0,0.1348,-0.9901
1146001,2020-06-26,2020-07-24,329.0,0.1348,-0.9916
1146003,2020-06-26,2020-07-24,330.0,0.1348,-0.9927
1146005,2020-06-26,2020-07-24,331.0,0.1348,-0.9936
1146007,2020-06-26,2020-07-24,332.0,0.1348,-0.9943
1146009,2020-06-26,2020-07-24,333.0,0.1348,-0.9949
1146011,2020-06-26,2020-07-24,334.0,0.1348,-0.9954
1146013,2020-06-26,2020-07-24,335.0,0.1348,-0.9957
1146015,2020-06-26,2020-07-24,336.0,0.1348,-0.996
1146017,2020-06-26,2020-07-24,337.0,0.1348,-0.9962
1146019,2020-06-26,2020-07-24,338.0,0.1348,-0.9964
1146021,2020-06-26,2020-07-24,339.0,0.1348,-0.9965
1146023,2020-06-26,2020-07-24,340.0,0.1348,-0.9966
1146025,2020-06-26,2020-07-24,341.0,0.1348,-0.9967
1146027,2020-06-26,2020-07-24,342.0,0.1348,-0.9968
1146029,2020-06-26,2020-07-24,343.0,0.1348,-0.9968
1146031,2020-06-26,2020-07-24,344.0,0.1348,-0.9968
1146033,2020-06-26,2020-07-24,345.0,0.1348,-0.9968
1146035,2020-06-26,2020-07-24,346.0,0.1348,-0.9969
1146037,2020-06-26,2020-07-24,347.0,0.1348,-0.9969
1146039,2020-06-26,2020-07-24,348.0,0.1348,-0.9969
1146041,2020-06-26,2020-07-24,349.0,0.1348,-0.9969
1146043,2020-06-26,2020-07-24,350.0,0.1348,-0.9969
1146045,2020-06-26,2020-07-24,351.0,0.1348,-0.9969
1146047,2020-06-26,2020-07-24,355.0,0.1348,-0.9969
1146049,2020-06-26,2020-07-24,360.0,0.1348,-0.9969
1146051,2020-06-26,2020-07-24,365.0,0.1348,-0.9969
1146053,2020-06-26,2020-07-24,370.0,0.1348,-0.9969
1146055,2020-06-26,2020-07-24,375.0,0.1348,-0.9969
1146057,2020-06-26,2020-07-24,380.0,0.1348,-0.9969
1146059,2020-06-26,2020-07-24,385.0,0.1348,-0.9969
1146061,2020-06-26,2020-07-24,390.0,0.1348,-0.9969
1155421,2020-06-29,2020-07-27,155.0,0.9242,-0.0026
1155423,2020-06-29,2020-07-27,160.0,0.897,-0.0031
1155425,2020-06-29,2020-07-27,165.0,0.8571,-0.0032
1155427,2020-06-29,2020-07-27,170.0,0.8296,-0.0037
1155429,2020-06-29,2020-07-27,175.0,0.8013,-0.0043
1155431,2020-06-29,2020-07-27,180.0,0.7725,-0.0048
1155433,2020-06-29,2020-07-27,185.0,0.7435,-0.0055
1155435,2020-06-29,2020-07-27,190.0,0.7175,-0.0063
1155437,2020-06-29,2020-07-27,195.0,0.6909,-0.0072
1155439,2020-06-29,2020-07-27,200.0,0.6662,-0.0084
1155441,2020-06-29,2020-07-27,205.0,0.6404,-0.0097
1155443,2020-06-29,2020-07-27,210.0,0.6139,-0.0111
1155445,2020-06-29,2020-07-27,215.0,0.5904,-0.013000000000000001
1155447,2020-06-29,2020-07-27,220.0,0.5672,-0.0153
1155449,2020-06-29,2020-07-27,225.0,0.5439,-0.0179
1155451,2020-06-29,2020-07-27,230.0,0.5205,-0.0211
1155453,2020-06-29,2020-07-27,235.0,0.4977,-0.025
1155455,2020-06-29,2020-07-27,240.0,0.4776,-0.0303
1155457,2020-06-29,2020-07-27,245.0,0.45799999999999996,-0.037000000000000005
1155459,2020-06-29,2020-07-27,250.0,0.4382,-0.0452
1155461,2020-06-29,2020-07-27,255.0,0.4209,-0.0563
1155463,2020-06-29,2020-07-27,260.0,0.4041,-0.0705
1155465,2020-06-29,2020-07-27,265.0,0.38799999999999996,-0.0886
1155467,2020-06-29,2020-07-27,270.0,0.3725,-0.1117
1155469,2020-06-29,2020-07-27,271.0,0.3697,-0.1171
1155471,2020-06-29,2020-07-27,272.0,0.3666,-0.1226
1155473,2020-06-29,2020-07-27,273.0,0.3632,-0.1282
1155475,2020-06-29,2020-07-27,274.0,0.3602,-0.1342
1155477,2020-06-29,2020-07-27,275.0,0.3574,-0.1407
1155479,2020-06-29,2020-07-27,276.0,0.3544,-0.1473
1155481,2020-06-29,2020-07-27,277.0,0.3511,-0.154
1155483,2020-06-29,2020-07-27,278.0,0.3481,-0.1612
1155485,2020-06-29,2020-07-27,279.0,0.3452,-0.1687
1155487,2020-06-29,2020-07-27,280.0,0.3422,-0.1765
1155489,2020-06-29,2020-07-27,281.0,0.3391,-0.1846
1155491,2020-06-29,2020-07-27,282.0,0.3358,-0.1929
1155493,2020-06-29,2020-07-27,283.0,0.3328,-0.2018
1155495,2020-06-29,2020-07-27,284.0,0.3297,-0.2109
1155497,2020-06-29,2020-07-27,285.0,0.3267,-0.2205
1155499,2020-06-29,2020-07-27,286.0,0.3234,-0.2303
1155501,2020-06-29,2020-07-27,287.0,0.3201,-0.2405
1155503,2020-06-29,2020-07-27,288.0,0.3167,-0.2511
1155505,2020-06-29,2020-07-27,289.0,0.3135,-0.2621
1155507,2020-06-29,2020-07-27,290.0,0.3101,-0.2735
1155509,2020-06-29,2020-07-27,291.0,0.3067,-0.2854
1155511,2020-06-29,2020-07-27,292.0,0.3031,-0.2976
1155513,2020-06-29,2020-07-27,293.0,0.2996,-0.3104
1155515,2020-06-29,2020-07-27,294.0,0.29600000000000004,-0.3235
1155517,2020-06-29,2020-07-27,295.0,0.2922,-0.3371
1155519,2020-06-29,2020-07-27,296.0,0.2887,-0.3514
1155521,2020-06-29,2020-07-27,297.0,0.2848,-0.366
1155523,2020-06-29,2020-07-27,298.0,0.2807,-0.3811
1155525,2020-06-29,2020-07-27,299.0,0.2769,-0.3968
1155527,2020-06-29,2020-07-27,300.0,0.2728,-0.4131
1155529,2020-06-29,2020-07-27,301.0,0.2688,-0.4299
1155531,2020-06-29,2020-07-27,302.0,0.2646,-0.4473
1155533,2020-06-29,2020-07-27,303.0,0.2605,-0.4653
1155535,2020-06-29,2020-07-27,304.0,0.2561,-0.4839
1155537,2020-06-29,2020-07-27,305.0,0.2516,-0.5031
1155539,2020-06-29,2020-07-27,306.0,0.2472,-0.5229
1155541,2020-06-29,2020-07-27,307.0,0.2426,-0.5433
1155543,2020-06-29,2020-07-27,308.0,0.23800000000000002,-0.5644
1155545,2020-06-29,2020-07-27,309.0,0.2334,-0.586
1155547,2020-06-29,2020-07-27,310.0,0.2287,-0.6082
1155549,2020-06-29,2020-07-27,311.0,0.2241,-0.6308
1155551,2020-06-29,2020-07-27,312.0,0.2191,-0.654
1155553,2020-06-29,2020-07-27,313.0,0.2145,-0.6774
1155555,2020-06-29,2020-07-27,314.0,0.2098,-0.701
1155557,2020-06-29,2020-07-27,315.0,0.205,-0.7249
1155559,2020-06-29,2020-07-27,316.0,0.2004,-0.7486
1155561,2020-06-29,2020-07-27,317.0,0.1958,-0.7721
1155563,2020-06-29,2020-07-27,318.0,0.1913,-0.7951
1155565,2020-06-29,2020-07-27,319.0,0.1853,-0.8197
1155567,2020-06-29,2020-07-27,320.0,0.1805,-0.8420000000000001
1155569,2020-06-29,2020-07-27,321.0,0.1763,-0.8625
1155571,2020-06-29,2020-07-27,322.0,0.1705,-0.8842
1155573,2020-06-29,2020-07-27,323.0,0.1665,-0.902
1155575,2020-06-29,2020-07-27,324.0,0.1581,-0.9241
1155577,2020-06-29,2020-07-27,325.0,0.1499,-0.9437
1155579,2020-06-29,2020-07-27,326.0,0.1407,-0.9614
1155581,2020-06-29,2020-07-27,327.0,0.1407,-0.9673
1155583,2020-06-29,2020-07-27,328.0,0.1407,-0.9725
1155585,2020-06-29,2020-07-27,329.0,0.1407,-0.9768
1155587,2020-06-29,2020-07-27,330.0,0.1407,-0.9805
1155589,2020-06-29,2020-07-27,331.0,0.1407,-0.9837
1155591,2020-06-29,2020-07-27,335.0,0.1407,-0.9918
1155593,2020-06-29,2020-07-27,340.0,0.1407,-0.9961
1155595,2020-06-29,2020-07-27,345.0,0.1407,-0.9975
1155597,2020-06-29,2020-07-27,350.0,0.1407,-0.9979
1155599,2020-06-29,2020-07-27,355.0,0.1407,-0.998
1155601,2020-06-29,2020-07-27,360.0,0.1407,-0.9981
1155603,2020-06-29,2020-07-27,365.0,0.1407,-0.9981
1155605,2020-06-29,2020-07-27,370.0,0.1407,-0.9981
1155607,2020-06-29,2020-07-27,375.0,0.1407,-0.9981
1165067,2020-06-30,2020-07-31,155.0,0.9063,-0.0029
1165069,2020-06-30,2020-07-31,160.0,0.8791,-0.0033
1165071,2020-06-30,2020-07-31,165.0,0.8512,-0.0038
1165073,2020-06-30,2020-07-31,170.0,0.8228,-0.0043
1165075,2020-06-30,2020-07-31,175.0,0.7942,-0.0048
1165077,2020-06-30,2020-07-31,180.0,0.7724,-0.0057
1165079,2020-06-30,2020-07-31,185.0,0.7429,-0.0063
1165081,2020-06-30,2020-07-31,190.0,0.7163,-0.0072
1165083,2020-06-30,2020-07-31,195.0,0.6893,-0.0081
1165085,2020-06-30,2020-07-31,200.0,0.6643,-0.0092
1165087,2020-06-30,2020-07-31,205.0,0.6387,-0.0105
1165089,2020-06-30,2020-07-31,210.0,0.6142,-0.012
1165091,2020-06-30,2020-07-31,215.0,0.5891,-0.0136
1165093,2020-06-30,2020-07-31,220.0,0.5649,-0.0156
1165095,2020-06-30,2020-07-31,225.0,0.541,-0.0179
1165097,2020-06-30,2020-07-31,230.0,0.5186,-0.0209
1165099,2020-06-30,2020-07-31,235.0,0.4959,-0.0243
1165101,2020-06-30,2020-07-31,240.0,0.4736,-0.0285
1165103,2020-06-30,2020-07-31,245.0,0.4545,-0.0343
1165105,2020-06-30,2020-07-31,250.0,0.4355,-0.0415
1165107,2020-06-30,2020-07-31,255.0,0.4179,-0.0508
1165109,2020-06-30,2020-07-31,260.0,0.4014,-0.0628
1165111,2020-06-30,2020-07-31,265.0,0.3864,-0.0784
1165113,2020-06-30,2020-07-31,270.0,0.37200000000000005,-0.0982
1165115,2020-06-30,2020-07-31,271.0,0.3694,-0.1028
1165117,2020-06-30,2020-07-31,272.0,0.3665,-0.1075
1165119,2020-06-30,2020-07-31,273.0,0.3635,-0.1123
1165121,2020-06-30,2020-07-31,274.0,0.3608,-0.1175
1165123,2020-06-30,2020-07-31,275.0,0.3581,-0.1229
1165125,2020-06-30,2020-07-31,276.0,0.3552,-0.1285
1165127,2020-06-30,2020-07-31,277.0,0.3526,-0.1344
1165129,2020-06-30,2020-07-31,278.0,0.35,-0.1406
1165131,2020-06-30,2020-07-31,279.0,0.3471,-0.1469
1165133,2020-06-30,2020-07-31,280.0,0.3445,-0.1536
1165135,2020-06-30,2020-07-31,281.0,0.3416,-0.1605
1165137,2020-06-30,2020-07-31,282.0,0.3388,-0.1676
1165139,2020-06-30,2020-07-31,283.0,0.3358,-0.1749
1165141,2020-06-30,2020-07-31,284.0,0.33299999999999996,-0.1827
1165143,2020-06-30,2020-07-31,285.0,0.3301,-0.1907
1165145,2020-06-30,2020-07-31,286.0,0.3272,-0.19899999999999998
1165147,2020-06-30,2020-07-31,287.0,0.3241,-0.2076
1165149,2020-06-30,2020-07-31,288.0,0.3212,-0.2165
1165151,2020-06-30,2020-07-31,289.0,0.3184,-0.226
1165153,2020-06-30,2020-07-31,290.0,0.3152,-0.2355
1165155,2020-06-30,2020-07-31,291.0,0.3122,-0.2455
1165157,2020-06-30,2020-07-31,292.0,0.3091,-0.2558
1165159,2020-06-30,2020-07-31,293.0,0.3057,-0.2664
1165161,2020-06-30,2020-07-31,294.0,0.3027,-0.2775
1165163,2020-06-30,2020-07-31,295.0,0.2993,-0.2889
1165165,2020-06-30,2020-07-31,296.0,0.29600000000000004,-0.3008
1165167,2020-06-30,2020-07-31,297.0,0.2925,-0.313
1165169,2020-06-30,2020-07-31,298.0,0.289,-0.3257
1165171,2020-06-30,2020-07-31,299.0,0.2857,-0.3389
1165173,2020-06-30,2020-07-31,300.0,0.2819,-0.3523
1165175,2020-06-30,2020-07-31,301.0,0.2783,-0.3664
1165177,2020-06-30,2020-07-31,302.0,0.2747,-0.3809
1165179,2020-06-30,2020-07-31,303.0,0.2711,-0.396
1165181,2020-06-30,2020-07-31,304.0,0.2673,-0.4115
1165183,2020-06-30,2020-07-31,305.0,0.2636,-0.4276
1165185,2020-06-30,2020-07-31,306.0,0.2598,-0.4442
1165187,2020-06-30,2020-07-31,307.0,0.256,-0.4613
1165189,2020-06-30,2020-07-31,308.0,0.2523,-0.4789
1165191,2020-06-30,2020-07-31,309.0,0.2484,-0.49700000000000005
1165193,2020-06-30,2020-07-31,310.0,0.2448,-0.5156
1165195,2020-06-30,2020-07-31,311.0,0.24100000000000002,-0.5348
1165197,2020-06-30,2020-07-31,312.0,0.2371,-0.5544
1165199,2020-06-30,2020-07-31,313.0,0.2334,-0.5743
1165201,2020-06-30,2020-07-31,314.0,0.2299,-0.5945
1165203,2020-06-30,2020-07-31,315.0,0.2264,-0.6151
1165205,2020-06-30,2020-07-31,316.0,0.2231,-0.6357
1165207,2020-06-30,2020-07-31,317.0,0.2197,-0.6566
1165209,2020-06-30,2020-07-31,318.0,0.2166,-0.6772
1165211,2020-06-30,2020-07-31,319.0,0.2137,-0.6977
1165213,2020-06-30,2020-07-31,320.0,0.2113,-0.7175
1165215,2020-06-30,2020-07-31,321.0,0.2084,-0.7376
1165217,2020-06-30,2020-07-31,322.0,0.2061,-0.7568
1165219,2020-06-30,2020-07-31,323.0,0.2042,-0.775
1165221,2020-06-30,2020-07-31,324.0,0.1981,-0.7979
1165223,2020-06-30,2020-07-31,325.0,0.196,-0.8153
1165225,2020-06-30,2020-07-31,326.0,0.1966,-0.8285
1165227,2020-06-30,2020-07-31,327.0,0.1953,-0.8435
1165229,2020-06-30,2020-07-31,328.0,0.1952,-0.8561
1165231,2020-06-30,2020-07-31,329.0,0.1944,-0.8689
1165233,2020-06-30,2020-07-31,330.0,0.1938,-0.8807
1165235,2020-06-30,2020-07-31,331.0,0.1934,-0.8915
1165237,2020-06-30,2020-07-31,332.0,0.1933,-0.9012
1165239,2020-06-30,2020-07-31,333.0,0.1932,-0.9102
1165241,2020-06-30,2020-07-31,334.0,0.1932,-0.9184
1165243,2020-06-30,2020-07-31,335.0,0.1928,-0.9265
1165245,2020-06-30,2020-07-31,336.0,0.1931,-0.9332
1165247,2020-06-30,2020-07-31,337.0,0.1928,-0.9399
1165249,2020-06-30,2020-07-31,338.0,0.1913,-0.9472
1165251,2020-06-30,2020-07-31,339.0,0.1903,-0.9534
1165253,2020-06-30,2020-07-31,340.0,0.1884,-0.9597
1165255,2020-06-30,2020-07-31,341.0,0.1837,-0.9674
1165257,2020-06-30,2020-07-31,345.0,0.1903,-0.9761
1165259,2020-06-30,2020-07-31,350.0,0.1903,-0.9865
1165261,2020-06-30,2020-07-31,355.0,0.1903,-0.9921
1165263,2020-06-30,2020-07-31,360.0,0.1903,-0.9951
1165265,2020-06-30,2020-07-31,365.0,0.1903,-0.9965
1165267,2020-06-30,2020-07-31,370.0,0.1903,-0.9971
1165269,2020-06-30,2020-07-31,375.0,0.1903,-0.9974
1165271,2020-06-30,2020-07-31,380.0,0.1903,-0.9975
1165273,2020-06-30,2020-07-31,385.0,0.1903,-0.9976
1165275,2020-06-30,2020-07-31,390.0,0.1903,-0.9976
1174055,2020-07-01,2020-07-31,155.0,0.8984,-0.0022
1174057,2020-07-01,2020-07-31,160.0,0.8748,-0.0026
1174059,2020-07-01,2020-07-31,165.0,0.8496,-0.0031
1174061,2020-07-01,2020-07-31,170.0,0.8234,-0.0036
1174063,2020-07-01,2020-07-31,175.0,0.7914,-0.0039
1174065,2020-07-01,2020-07-31,180.0,0.769,-0.0046
1174067,2020-07-01,2020-07-31,185.0,0.7413,-0.0052
1174069,2020-07-01,2020-07-31,190.0,0.7133,-0.0058
1174071,2020-07-01,2020-07-31,195.0,0.6881,-0.0067
1174073,2020-07-01,2020-07-31,200.0,0.6625,-0.0076
1174075,2020-07-01,2020-07-31,205.0,0.6363,-0.0086
1174077,2020-07-01,2020-07-31,210.0,0.6098,-0.0097
1174079,2020-07-01,2020-07-31,215.0,0.5888,-0.0114
1174081,2020-07-01,2020-07-31,220.0,0.5629,-0.0129
1174083,2020-07-01,2020-07-31,225.0,0.5396,-0.0149
1174085,2020-07-01,2020-07-31,230.0,0.5154,-0.0172
1174087,2020-07-01,2020-07-31,235.0,0.4928,-0.0201
1174089,2020-07-01,2020-07-31,240.0,0.4709,-0.0236
1174091,2020-07-01,2020-07-31,245.0,0.4494,-0.027999999999999997
1174093,2020-07-01,2020-07-31,250.0,0.4293,-0.0338
1174095,2020-07-01,2020-07-31,255.0,0.4103,-0.0412
1174097,2020-07-01,2020-07-31,260.0,0.3937,-0.0514
1174099,2020-07-01,2020-07-31,265.0,0.3777,-0.0645
1174101,2020-07-01,2020-07-31,270.0,0.363,-0.0817
1174103,2020-07-01,2020-07-31,271.0,0.3605,-0.0859
1174105,2020-07-01,2020-07-31,272.0,0.3572,-0.0898
1174107,2020-07-01,2020-07-31,273.0,0.3544,-0.0942
1174109,2020-07-01,2020-07-31,274.0,0.3514,-0.0987
1174111,2020-07-01,2020-07-31,275.0,0.3488,-0.1037
1174113,2020-07-01,2020-07-31,276.0,0.3461,-0.1088
1174115,2020-07-01,2020-07-31,277.0,0.3432,-0.114
1174117,2020-07-01,2020-07-31,278.0,0.3405,-0.1196
1174119,2020-07-01,2020-07-31,279.0,0.3378,-0.1255
1174121,2020-07-01,2020-07-31,280.0,0.3349,-0.1315
1174123,2020-07-01,2020-07-31,281.0,0.3322,-0.1379
1174125,2020-07-01,2020-07-31,282.0,0.3289,-0.1441
1174127,2020-07-01,2020-07-31,283.0,0.326,-0.151
1174129,2020-07-01,2020-07-31,284.0,0.3232,-0.1582
1174131,2020-07-01,2020-07-31,285.0,0.3202,-0.1656
1174133,2020-07-01,2020-07-31,286.0,0.3173,-0.1734
1174135,2020-07-01,2020-07-31,287.0,0.3144,-0.1815
1174137,2020-07-01,2020-07-31,288.0,0.3111,-0.1897
1174139,2020-07-01,2020-07-31,289.0,0.3083,-0.1987
1174141,2020-07-01,2020-07-31,290.0,0.3051,-0.2077
1174143,2020-07-01,2020-07-31,291.0,0.3018,-0.2171
1174145,2020-07-01,2020-07-31,292.0,0.2986,-0.2269
1174147,2020-07-01,2020-07-31,293.0,0.2953,-0.2371
1174149,2020-07-01,2020-07-31,294.0,0.2919,-0.2476
1174151,2020-07-01,2020-07-31,295.0,0.2887,-0.2588
1174153,2020-07-01,2020-07-31,296.0,0.2851,-0.2701
1174155,2020-07-01,2020-07-31,297.0,0.2816,-0.282
1174157,2020-07-01,2020-07-31,298.0,0.2782,-0.2945
1174159,2020-07-01,2020-07-31,299.0,0.2744,-0.3073
1174161,2020-07-01,2020-07-31,300.0,0.2708,-0.3207
1174163,2020-07-01,2020-07-31,301.0,0.2672,-0.3346
1174165,2020-07-01,2020-07-31,302.0,0.2634,-0.3491
1174167,2020-07-01,2020-07-31,303.0,0.2598,-0.3642
1174169,2020-07-01,2020-07-31,304.0,0.2558,-0.3797
1174171,2020-07-01,2020-07-31,305.0,0.2521,-0.396
1174173,2020-07-01,2020-07-31,306.0,0.2482,-0.4128
1174175,2020-07-01,2020-07-31,307.0,0.2444,-0.4303
1174177,2020-07-01,2020-07-31,308.0,0.2406,-0.4484
1174179,2020-07-01,2020-07-31,309.0,0.2368,-0.4672
1174181,2020-07-01,2020-07-31,310.0,0.2328,-0.4865
1174183,2020-07-01,2020-07-31,311.0,0.22899999999999998,-0.5065
1174185,2020-07-01,2020-07-31,312.0,0.2252,-0.5271
1174187,2020-07-01,2020-07-31,313.0,0.2214,-0.5482
1174189,2020-07-01,2020-07-31,314.0,0.2176,-0.5698
1174191,2020-07-01,2020-07-31,315.0,0.2139,-0.5918
1174193,2020-07-01,2020-07-31,316.0,0.2101,-0.6143
1174195,2020-07-01,2020-07-31,317.0,0.2065,-0.637
1174197,2020-07-01,2020-07-31,318.0,0.2031,-0.6598
1174199,2020-07-01,2020-07-31,319.0,0.1997,-0.6827
1174201,2020-07-01,2020-07-31,320.0,0.1965,-0.7053
1174203,2020-07-01,2020-07-31,321.0,0.1934,-0.7277
1174205,2020-07-01,2020-07-31,322.0,0.1903,-0.7499
1174207,2020-07-01,2020-07-31,323.0,0.1872,-0.7716
1174209,2020-07-01,2020-07-31,324.0,0.1843,-0.7926
1174211,2020-07-01,2020-07-31,325.0,0.1668,-0.8342
1174213,2020-07-01,2020-07-31,326.0,0.1768,-0.835
1174215,2020-07-01,2020-07-31,327.0,0.1772,-0.8490000000000001
1174217,2020-07-01,2020-07-31,328.0,0.1627,-0.8836
1174219,2020-07-01,2020-07-31,329.0,0.1515,-0.912
1174221,2020-07-01,2020-07-31,330.0,0.1515,-0.9226
